complaint_text,crime_category
Received credit card from SBI which I never applied for. Someone used my identity to get the card and spent ₹5000.,Financial Fraud
"Director of Software Engineering As Director of Software Engineering's newly forming New York development team, you will be a “player-coach” who will contribute to and drive high-level architecture and planning, manage day-to-day issues, as well as roll up your sleeves and code when necessary. Responsibilities: Inspire, mentor and lead our superb 30+ person engineering team using your experience and deep understanding of both leading-edge technologies and of motivation and leadership; Drive the aggressive growth and organization of Software Engineering as we double in size again over the next year; Contribute new technical insights and help decide design directions, while preserving the core cultural values that define #URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e# Engineering today, including: high level of personal performance; mutual trust; taking personal responsibility; flat &amp; informal organization; integrity; and a mutually supportive environment.",Job/Employment Scam
Found charges of ₹75000 on my Bank of Baroda credit card statement for subscriptions I never signed up for.,Financial Fraud
"ನೀವು InstaCash ನಿಂದ ತೆಗೆದುಕೊಂಡ ₹5,000 ಸಾಲದ EMI ಇಂದು ಬಾಕಿ. ಈಗಲೇ ಪಾವತಿಸದಿದ್ದರೆ ನಿಮ್ಮ ಫೋನ್ contacts ಎಲ್ಲರಿಗೂ defaulter ಎಂದು WhatsApp ಮಾಡಲಾಗುವುದು. ಕೂಡಲೇ ಪಾವತಿಸಿ.",Financial Fraud
Intern Development Assistant We Are Looking for college interns with the passion to be in the entertainment industry. Industry Mogul Alander Pulliam has put together a youth and motivated program for college students throughout the Los Angeles market. To help college students enrich there knowledge and there experience.,Job/Employment Scam
"Administrative Clerk What you will be doing processing letters, proposals and contracts in an accurate and timely manner effectively communicating with clients coordinate daily operations of the office which will include but is not limited to: answering inquiries and phone calls, assisting four managers on a daily basis, as well as filing, faxing, and handling email",Job/Employment Scam
I was selling my watch online. The buyer sent a fake UPI screenshot showing payment of ₹20000. I shipped the item but never received the money.,UPI Fraud
"Dear Customer, Look at this Supreme Court arrest warrant issued against you. You must pay a refundable security deposit of Rs 7 Crore to clear yoyour name.",Financial Fraud
"Someone created a fake website looking exactly like PNB portal. I entered my login credentials and OTP. Within minutes, ₹0 was transferred from my account.",Phishing
Got a call from fake PhonePe support asking me to share my UPI PIN to resolve an issue. They stole ₹20000 from my account.,UPI Fraud
Received credit card from SBI which I never applied for. Someone used my identity to get the card and spent ₹20000.,Financial Fraud
Your vehicle was caught overspeeding by a traffic camera. Pay your pending challan of Rs 500 now at: https://echallaom.vip/in,Phishing
Received credit card from PNB which I never applied for. Someone used my identity to get the card and spent ₹25000.,Financial Fraud
"Project QA Engineer Corporate overview Aker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values. We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future Aker Solutions is a leading global provider of engineering and technology, products and service solutions to the Oil &amp; Gas industry. At Aker Solutions we offer an ocean of opportunities. Our people are our biggest asset and our business relies on their abilities to win projects and execute them to the highest standards. We are committed to developing our people’s capabilities through challenging tasks supported by excellent training and development opportunities. All our major achievements are team efforts. We are looking for dedicated team players who like to be part of a winning team, who meet challenges head on to serve our customers’ needs. Responsibilities and tasks •Act as Quality Manager for each project by supporting, aligning and communicating with the project team in meeting client quality related requirements •Ensuring that any changes in the requirements are adequately captured, communicated and implemented •Adhere to and support the quality management system compliant with the requirements of #URL_2c3401bb7c136976503a40fef98a3a9f7d9e6de09897b624fc786f0d955481f7#. •Be the client point of contact for quality related matters •Undertake pre-PEM (Project Execution Model)/SEM (Service Execution Model) gate review audit with project /service team •Attend all project PEM/SEM gate reviews, ensuring compliance to the PEM/SEM process and procedures •Ensure compliance to the Aker business risk process directly and by influence on the project team •Create metrics and reporting for and on behalf of the project team for both internal and external communication •Conduct Internal, Project, inter-company or external quality audits as required by the audit schedules •Facilitate project audits by clients or inter-company representatives •Review lessons learnt register to identify those lessons that are beyond project specific and communicate to others and produce Lessons Learnt bulletins as required •Support any new Quality Initiatives as required. •Identify and launch the ""Just Care"" approach where quality related events would benefit. •Support Project Manager to ensure that the quality culture is maintained throughout the project life-cycle. •Action, review and close out Project specific and general Quality SYNERGI cases.",Job/Employment Scam
Received notification that my data was compromised in a data breach at Flipkart. My card details and personal information were leaked.,Other
CRITICAL NOTICE: Your e-challan is pending for over 30 days. Your case is being sent to Lok Adalat.,Phishing
Someone cloned my credit card and made purchases worth ₹30000. I discovered this when I received OTP messages for transactions I didn't do.,Financial Fraud
URGENT Part Timers & Full Timers Required. URGENT Part Timers &amp; Full Timers Required. No Experience Required And Never Any Fees. Work Anytime 1 To 2 Hrs Daily In Free Time. Earn Easily $350 To $400 Extra Per Day. Totally Free To Join &amp; Suitable For All. Take Action &amp; Get Started Here:- #URL_11c52c70623db6b30ebe99105af418483d5de79a89b86658d383f0a705ac908d#,Job/Employment Scam
"IMPORTANT: Your income tax refund of Rs. 15,450 has been approved. Please verify your bank account details to receive the credit: [Link] Contact us immediately.",Phishing
FINAL REMINDER: Tax Department: You are eligible for a tax exemption. Click here to apply: [Link],Phishing
Found charges of ₹20000 on my Canara Bank credit card statement for subscriptions I never signed up for.,Financial Fraud
"Student loan Rs 5 lakh for higher studies. 1% interest, no guarantor. Pay Rs 2,500 courier charge for documents via UPI to student-loan-india@okaxis.",Financial Fraud
Notice: Immediate payment of e-challan required to avoid vehicle confiscation. Do not delay.,Phishing
Got a call from someone pretending to be from Yes Bank customer care. They asked for my CVV and OTP. I gave it and lost ₹0.,Phishing
"Dear Customer, Yoyour passport is being canceled. You must provide a security deposit to stop the process. Act immediately to avoid legal consequences.",Financial Fraud
"Congratulations! You won 50,000 cashback. Click here to claim directly to your bank account.",Financial Fraud
Received email about a government subsidy scheme. Had to pay ₹75000 as registration fee. It was a scam and I lost my money.,Investment Scam
FINAL REMINDER: Alert: Your KYC documents have been rejected. Please re-upload your PAN and Aadhaar here.,Phishing
Found charges of ₹75000 on my PNB credit card statement for subscriptions I never signed up for.,Financial Fraud
Received credit card from Bank of Baroda which I never applied for. Someone used my identity to get the card and spent ₹20000.,Financial Fraud
Work from Home Opportunity: Earn a steady income by following Instagram influencers. sampark karein [Number].,Job/Employment Scam
Paid ₹0 to an Instagram seller for a product. They blocked me after receiving payment and never sent the item.,Online Shopping Scam
"Reward Notice: You have 10,000 points in your account. Redeem for cash now: [Link] This is your final notice.",Financial Fraud
"Dear Customer, Yoyour DTDC shipment #98765 is pending. Pay Rs 25,000 to authorize delivery.",Phishing
"UST Testing Technician II Qualified candidates are encouraged to apply directly to this job posting. Direct email and phone calls are not being considered. Thank you for your cooperation. Please no recruiters. UST Testing Technician II Bakersfield, CA Local Petroleum Company operates primarily in retail and wholesale of motor fuels and other related petroleum products and is seeking talented, experienced, maintenance technicians to perform troubleshooting and maintenance on their retail gasoline equipment. RESPONSIBILITIES The ideal candidate will have experience working with retail gasoline dispensing and peripheral equipment, UST systems, weights and measures compliance, and computer applications. Certifications with Gilbarco, Ruby, Sapphire, and Veeder Root Tank Gauging preferred. Schedule testing with local agencies.",Job/Employment Scam
I received a message claiming to be from Kotak Mahindra asking me to update my KYC details urgently. I clicked the link and entered my card details. Now ₹0 has been debited from my account.,Phishing
Get paid for adding products to your eBay shopping cart. Start your first task now and earn Rs 5 Lakhs.,Job/Employment Scam
Someone hacked my PhonePe account and made unauthorized UPI transactions totaling ₹75000 to unknown numbers.,UPI Fraud
Got a call from someone pretending to be from SBI customer care. They asked for my CVV and OTP. I gave it and lost ₹0.,Phishing
Supreme Court Hearing: Press 9 to join the virtual courtroom for your immediate bail application. Act immediately to avoid legal consequences.,Financial Fraud
Received notification that my data was compromised in a data breach at Google. My card details and personal information were leaked.,Other
URGENT: You won a $1000 Walmart Gift Card. Click here to claim your reward before it expires. Do not delay.,Financial Fraud
Your electricity bill is pending for 2 months. Power will be disconnected in 2 hours. Call [Number] now.,Phishing
Got a call from fake Paytm support asking me to share my UPI PIN to resolve an issue. They stole ₹5000 from my account.,UPI Fraud
"Dear Customer, Urgent Update: Yoyour bank account will be closed in 24 hours. Update yoyour PAN card now.",Phishing
SAP BW Developer/Architect Assist with Full Lifecycle BW Implementation,Job/Employment Scam
Delhi Police: Your Aadhaar was used to book a parcel to London containing illegal items.,Financial Fraud
"WARNING: Dear customer, you have a pending reward of Rs 2500 in your wallet. Claim it now: [Link]",Financial Fraud
Found charges of ₹45000 on my ICICI Bank credit card statement for subscriptions I never signed up for.,Financial Fraud
Scan this QR code to pay your traffic fine immediately and get a 50% discount. Failure to respond will result in account suspension.,Phishing
Administrative Position International private equity looking for an administrative assistant to be part of a great team! This executive assistant must have experience with heavy calendar management and travel experience. The ideal candidate should have between 2-4 years experience as an executive assistant and have worked with c-level executives,Job/Employment Scam
Received credit card from Canara Bank which I never applied for. Someone used my identity to get the card and spent ₹75000.,Financial Fraud
"Dear Customer, Yoyour passport is being canceled. You must provide a security deposit to stop the process. Do not delay.",Financial Fraud
"Someone created a fake website looking exactly like Yes Bank portal. I entered my login credentials and OTP. Within minutes, ₹0 was transferred from my account.",Phishing
ALERT: Congratulations! Your mobile number won the 2024 ICC World Cup Lucky Draw. Claim 10 lakhs here. This is your final notice.,Financial Fraud
"Dear Customer, This is a national security case. You must stay in a closed room and remain on this video call for interrogation.",Financial Fraud
Found charges of ₹45000 on my Yes Bank credit card statement for subscriptions I never signed up for.,Financial Fraud
"Dear Customer, URGENT: Income Tax Department: Yoyour tax refund is pending due to KYC. Update yoyour PAN card.",Phishing
"Sales Professional- Mid Market - Maintain a high level of Clearmark solution expertise and competitive intelligence - Guide team members to identify decision makers amongst the targeted leads in order to initiate the sales process. - Provide compelling product demos via the phone along-side the dedicated Account Executive; emphasizing service features and benefits, discussing contract terms, quoting prices, and preparing sales orders - Work with individual Account Executives to develop sales plans in order to maximize revenues - Ensure that accurate and complete information is submitted in CRM - Provide regular updates to management regarding opportunities, trends and challenges - Lead sales team to meet and/or exceed monthly and quarterly quota objectives - Support Recruitment and Human Resource functions including: interviewing, hiring, and termination recommendations - Collaborate with Corporate Sales Trainer on employee development - Establish and maintain department procedures; provide feedback, make suggestions to management - Act as first line of contact for management involvement on high-profile issues - Maintain effective communication across key departments and senior leadership team - Represent yourself and Clearmark in a highly professional manner",Job/Employment Scam
I received a message claiming to be from ICICI Bank asking me to update my KYC details urgently. I clicked the link and entered my card details. Now ₹0 has been debited from my account.,Phishing
Clicked on an email attachment and my laptop got infected. Now cannot access any files and getting ransom demand of ₹15000.,Other
NOTICE Dear costomer your previous electricity bill was not updated your electriccity will disconnect Tonight call electr! city office 9002XXXXXX Thanks you.,Phishing
"IMPORTANT: Dear Customer, You are under investigation for tax evasion. Call back at [Number] to discuss yoyour case.",Phishing
"A person sent me a QR code saying scan to receive money. After scanning, ₹200000 was deducted instead of credited.",UPI Fraud
Notice: Digital warrant issued for [Name]. Transfer funds to the Supreme Court account for audit.,Financial Fraud
Customer Service Representative Benefits company looking to hire several Customer Service Representatives. This is a virtual position and all Candidates must be comfortable working from their homes.,Job/Employment Scam
CBI: Your social media account is used for illegal activity. You are under arrest.,Financial Fraud
WARNING: Your income tax refund has been credited. Click to download the receipt: [Link],Phishing
Final Reminder: Your delivery will be returned to the sender unless address is verified today.,Phishing
Received notification that my data was compromised in a data breach at Ola. My card details and personal information were leaked.,Other
"Urgently Required Senior VMware and MS Windows Systems Administrator for Qatar. Greetings from VAM SYSTEMS….. VAM SYSTEMS is a Business Consulting, IT Solutions and Services company with operations in UAE, Qatar, Bahrain, USA, Australia, Singapore &amp; India. We offers a comprehensive list of services in the field of IT infrastructure management, Cloud services, IT Consulting Services, Banking, Management Resources, Information Technology Development, Telecom, Aviation, Retail Management &amp; eGovernment offerings. VAM SYSTEMS is currently looking for Senior VMware and MS Windows Systems Administrator for our Qatar operations. Experience Required : 6+Years. Terms and conditions: Joining time frame: 2 weeks (maximum 1 month) . The selected candidates shall join VAM SYSTEMS – Qatar and shall be deputed to one of the leading organizations in Qatar. Should you be interested in this opportunity, please send your latest resume in MS Word format at the earliest at #EMAIL_b08cf5e4101b4b7b7594fe3081f94f7f9a0f2d6192fb5d4a1a72ecf03c816e83# or call us +91 #PHONE_df058aa8cbf405b99c6fc6459e7085be12bce0e56bcafe7d52281b99685a4a0f#.",Job/Employment Scam
Income Tax Department: Your tax refund is pending due to KYC. Update your PAN card.,Phishing
IMPORTANT: VIP Task: Send Rs 1000 and get Rs 1500 cashback within 10 minutes. 100% Guaranteed.,Job/Employment Scam
Someone cloned my credit card and made purchases worth ₹150000. I discovered this when I received OTP messages for transactions I didn't do.,Financial Fraud
ACTION REQUIRED: Notice: Immediate legal action for alleged tax fraud. Press 1 to speak to an officer.,Phishing
"IMMEDIATE ACTION: Dear Customer, Urgent: Yoyour IRS online account has been blocked. Update yoyour information here.",Phishing
"Administrative Assistant/Receptionist Primary responsibilities: Professionally and courteously answers incoming calls and directs callers as appropriate Handles inquiries from customers and public Greets and directs visitors upon arrival to facility Receives, sorts and sends out mail, UPS, and Fed Ex deliveries Orders office supplies, POS and related marketing materials as needed Performs daily route tie-outs, which includes daily reconciliation of delivery route postings and cash receipts Assists with accounts payable and graphics as needed Provides reports and other data to departments as needed Regularly attends work as scheduled Performs other duties as assigned to meet business needs",Job/Employment Scam
"Quality Manager Automated Manufacturing 2141 2141 Job Title: Quality Manager Automated Manufacturing Role: Management Relocation Available: Yes, but local or closeby is ideal Industry: Manufacturing Location: North Carolina Town / City: Garner Job Type: Permanent full-time Job description: We are looking for a Quality Manager with Automated Manufacturing Experience. Worldwide manufacturing company with operations in North Carolina. The strength of the organization is a focus on continuous innovation and investments in both product and technological developments is looking for a Quality Manager. The Quality Manager serves as a liaison between the customer and the production departments to ensure that manufactured, or purchased, products meet all the functional, appearance and reliability requirements to promote the high quality standards. The QM responsibilities include maintaining control over material/process changes, consistent surveillance of manufacturing processes, proactive product/process audits and annual reductions in the Cost of Poor Quality. MAJOR ACCOUNTABILITIES: Quality Control * Establishing, communicating and promoting Product Quality Standards that will promote the brand to customers and consumers. * Design and manage a quality control (QC) program by establishing operational techniques and activities aimed at monitoring processes and eliminating causes of unsatisfactory performance at all stages of the manufacturing operation. * Develop, implement and manage new or improved quality systems to ensure that the quality control program is effectively maintained and that the production and lab staff is achieving established quality requirements. * Evaluate current manufacturing processes and provide recommendations to the manufacturing management team with the aim of adding value to product quality. Provide guidance in the process improvement activities of other departments within the organization as needed. * Establish qualification criteria for suppliers/materials and ensure the criterion is met. Manage vendor relationships to drive continual improvements * Develop and direct Design of Experiments (DOE) and statistical analysis to improve processes. * Direct and manage an efficient team of quality specialists to achieve objectives. MINIMUM REQUIREMENTS: * Four-year degree in Quality, Mechanical, or Electrical Engineering required. * Minimum of five years of experience as a Quality Manager, Supervisor or Engineer in a highly automated, state-of-the-art manufacturing environment. * Minimum three years of experience in the direct management of others. * Successful track record leading complex projects. * Knowledge of Six Sigma, Lean and ISO9000 highly preferred. OTHER COMPETENCIES: * Able to make decisions on available information and take action; make commitments and not change decisions when challenged; deal with emergencies as necessary to support 24/7 operations. * Able to clearly present information through the spoken word; influence or persuade others through oral presentation in positive or negative circumstances; listen well. * Able to create positive energy (motivation) in both individuals and groups. * Able to use a systematic approach in solving problems through analysis of problem and evaluation of alternate solutions; use logic, mathematics, or other problem solving tools in data analysis or in generating solutions. * Able to define realistic, specific goals and objectives; to prioritize objectives. * Able to write clearly and effectively present ideas to document activities; to read and interpret written information. * Able to organize or schedule people to tasks; to develop realistic action plans while being sensitive to time constraints and resource availability. * Able to develop unique and novel solutions to problems; use intuition and a new way of thinking to give birth to new ideas; to present information in an attention-getting and interesting manner. * Able to take action in solving problems while exhibiting judgment and realistic understanding of issues; able to use reason, even when dealing with emotional topics. * Able to withhold action or speech in the absence of important information; deal with unresolved situations, frequent change, delays or unexpected events. * Able to maturely express one's opinions and feelings in spite of disagreement; accurately communicate to others regardless of their status or position. * Able to influence the actions and opinions of others in a desired direction; to exhibit judgment in leading others to worthwhile objectives. * Able to work with people in such a manner as to build high morale and group commitments to goals and objectives. Bottom Line Requirements: 1. Bachelor's degree in Quality, Mechanical, Electrical Engineering, or similar. 2. 5+ years as a Quality Manager, Supervisor or Engineer in a highly automated, state-of-the-art manufacturing environment. 3. 3+ years of experience in the direct management of others. 4. Experience with Six Sigma, Lean and ISO9000 highly preferred.",Job/Employment Scam
"Advertise for me on eBay - Part Time Start Part-time, flexible opportunity. We are looking for people who are serious (and not just curious). I need someone who can post my ads on eBay.",Job/Employment Scam
5 Guys Analyze the excel books of the franchise and then post them online for him to use.,Job/Employment Scam
This is a national security case. You must stay in a closed room and remain on this video call for interrogation. Failure to respond will result in account suspension.,Financial Fraud
Notice: Digital warrant issued for [Name]. Transfer funds to the Supreme Court khata for audit.,Financial Fraud
"Dear Customer, A bank account in yoyour name at Canara Bank, Mumbai, is being used for money laundering with Jet Airways. This is yoyour final notice.",Financial Fraud
"IMPORTANT: Dear customer, you have a pending reward of Rs 2500 in your wallet. Claim it now: https://echallan.paiaahan.icu/ins Contact us immediately.",Financial Fraud
"Dear user, your income tax return for AY 2024-25 shows a discrepancy. Resolve here: [Link]",Phishing
I received a message claiming to be from Axis Bank asking me to update my KYC details urgently. I clicked the link and entered my card details. Now ₹0 has been debited from my account.,Phishing
"Mechanical Technician Corporate overview Aker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values. We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future To assemble, test, repair and/or refurbishment of controls equipment within the production department. Perform general duties within the workshop environment to assist manufacturing activities. To carry out any other requirements needed to allow the company to operate efficiently. Responsibilities and tasks • To work in a safe manner at all times, to comply with all current safety legislation and Company safety policy. • To work to ISO 9001. • To work to project specific quality plans. • To work at all times to the Company’s Quality Management System. • To complete all activities identified within the department work packs. • Perform strip down, assembly and test activities in line with work instructions and Standard Operating Procedures, under direct guidance and supervision. • Ensure all calibrated equipment used within the build, test process is within calibration date and rated for the work activities. • Maintain workshop plant and equipment including test equipment. • Ensure work area is maintained in a safe and tidy manner. • Play a pro-active role in housekeeping and continuous improvement initiatives.",Job/Employment Scam
I was selling my watch online. The buyer sent a fake UPI screenshot showing payment of ₹15000. I shipped the item but never received the money.,UPI Fraud
"FINAL REMINDER: Dear Winner, Your prize check of Rs 5 Lakhs is ready. Verify your bank account at [Link] to receive. Failure to respond will result in account suspension.",Financial Fraud
Earn Rs 3000-5000 per day by rating hotels on Google. No experience needed. Join our team now!,Job/Employment Scam
Received credit card from IndusInd Bank which I never applied for. Someone used my identity to get the card and spent ₹75000.,Financial Fraud
Your Swiggy login OTP is 284591. Valid for 10 minutes. Don't share this code with anyone.,Financial Fraud
Someone hacked my Paytm account and made unauthorized UPI transactions totaling ₹50000 to unknown numbers.,UPI Fraud
"Dear Customer, Delivery Failed: We could not reach you. Reschedule yoyour delivery at [Link]",Phishing
FINAL REMINDER: Welcome to our team! Complete 3 tasks to earn your first commission of Rs 150.,Job/Employment Scam
Received credit card from HDFC Bank which I never applied for. Someone used my identity to get the card and spent ₹10000.,Financial Fraud
"Dear User, your bank account is blocked. Update your KYC to continue services. Visit [Malicious Link]",Phishing
"Look at this Supreme Court arrest warrant issued against you. You must pay a refundable security deposit of Rs 2,000 to clear your name. Do not delay.",Financial Fraud
Well Paid Cash Jobs To Start Immediately. Well Paid Cash Jobs To Start Immediately. No Experience Required And Never Any Fees. Work Anytime 1 To 2 Hrs Daily In Free Time. Earn Easily $350 To $400 Extra Per Day. Totally Free To Join &amp; Suitable For All. Take Action &amp; Get Started Here:- #URL_7045495b1ed4944c22f2b385d32cd015de8d94e25f1d4a6232fa3139286ffdd9#,Job/Employment Scam
IMMEDIATE ACTION: Dear customer your electricity power will be disconnected by tonight. Last month bill was not updated. Immediately contact our officer 9054XXXXX -- BrentsElectricity,Phishing
Got a call from fake PhonePe support asking me to share my UPI PIN to resolve an issue. They stole ₹10000 from my account.,UPI Fraud
Notice: Immediate payment of e-challan required to avoid vehicle confiscation. Ignore at your own risk.,Phishing
Delivery Confirmation: Your package is arriving today. Confirm your identity at [Link],Phishing
My email account was hacked. The hacker sent emails to my contacts asking for money. They also changed my recovery options.,Account Takeover
"IMMEDIATE ACTION: Dear Customer, Your bank account is suspended due to KYC failure. Update now: [Link]",Phishing
"Intern Project Developer We Are Looking for Interns for Project Development. You Will be responsible for gathering and arranging projects for the label and the network, such as meets and greets, building presence using the internet, and constructing pitches, and treatments.",Job/Employment Scam
"Assistant position. The best job is waiting for you!!! This is an exciting job opportunity for those who would like to an individual to join innovative company. The company is seeking an ambitious assistent's to take on the position of a Manager. Work with a young and dynamic team in a company that values aspiration and determination to succeed. Your aspiration to achieve agreed business goals and look at every opportunity to work and other services to clients will be key to your success. In return, you will be rewarded with an uncapped earning potential and have the opportunity to form part of a global and an established network of wealth management professionals, with a focus on providing commercial, corporate task. Probation Period: 1 month. Main responsibilities include: the Accounting requirements for our Dealer analysis and communication skills. If you're ready to take on a new job or further your case management experience please send a CV - #EMAIL_0226e2f4fe7582986cb4d8285983a03f8444fb44d8a778c791fecb37fc1b810c#",Job/Employment Scam
"NOTICE: You are the 1,000,000th visitor! Click to claim your free prize from the Google Reward Program.",Financial Fraud
Found charges of ₹5000 on my Bank of Baroda credit card statement for subscriptions I never signed up for.,Financial Fraud
"SENIOR CORPORATE RECCRUITER Tasks may include: Contribute to the continued growth and success of EXPRO by working to secure new team members who reflect the values of EXPRO and deliver high-quality results to our clients Process a high volume of applicants and facilitate a high volume of hires across a wide spectrum of functional roles and geographic locations within North America Pro-actively source junior, mid, and senior-level technical and business professionals up to and including Senior Director-level candidates using internet-based tools and “good old-fashioned interpersonal networking tools” including the telephone and the handshake Screen and qualify applicants on a time-sensitive basis In conjunction with support staff, schedule interviews, facilitate the interview evaluation process, and help the Business Teams come to the point of decision on candidates Facilitate the use and interpretation of various pre-hire assessment tools including skills assessments and psychometric tests Extend offers, negotiate, and close candidates for positions across the region Assist managers with resource planning, job description development, and interview approach Post jobs and manage applicant flow across a number of concurrent recruiting priorities Maintain accurate records within our iCIMS Applicant Tracking System Meet or exceed corporate KPIs for Recruiting, including time to hire, cost per hire, and quality of hire Challenge the team, contribute to the development of our processes and our people, help us to grow, to improve upon, and to expand our systems and our positive impact on our organization Support Recruitment colleagues; collaborate, share, back up, and communicate with teammates on a continual basis Build relationships and trust with hiring managers so that you may add value to the hiring process beyond the typical “recruiting flow”- be a business partner, a strategic partner, to hiring teams, help them explore ideas and consider alternate perspectives when helpful About Expro: Expro provides services and products that measure. We improve, control and process flow from high-value oil and gas wells, from exploration and appraisal through to mature field production optimisation and enhancement. With a specific focus on offshore, deepwater and other technically challenging environments, we provide a range of mission critical services across three key areas: Well Test &amp; Appraisal Services Subsea, Completion &amp; Intervention Services Production Services Our vision is to be the market leader in well flow management, using the industry’s best people, to deliver the highest standards of safety, quality and personalised customer service. We provide a range of solutions including: Exploration &amp; Appraisal Testing Subsea Safety Systems Drilling &amp; Completion Flowback &amp; Clean-up Production Well Integrity &amp; Intervention Expro’s 40+ years of experience and innovation empowers the company to offer tailor-made solutions for customers across the energy sector. With over 5,400 employees in over 50 countries, Expro offers a truly global service solution.",Job/Employment Scam
"IMPORTANT: Congratulations you have won Rs 10,00! Click here to claim now! Act immediately to avoid legal consequences.",Financial Fraud
"WAREHOUSE ASSOCIATE Shipping Responsibilities The shipping functions include but are not limited to: using a gas or electric powered forklift to load outbound shipments, move product, and stack products or materials. Associates must efficiently and accurately load orders according to the appropriate doors and trailers. All shipping functions will be processed as defined by the Standard Operating Procedures. Receiving Responsibilities The receiving functions include but are not limited to: using a gas or electric powered forklift to unload inbound shipments, move product, replenish, stack and store products or materials. Associates must efficiently and accurately locate and place products in the appropriate storage areas. All receiving functions will be processed as defined by the Standard Operating Procedures. Picking Responsibilities The picking functions include but are not limited to: using a gas or electric powered forklift to accurately pick orders to fulfill client demands. Associates must efficiently and accurately pick products and stage in the appropriate areas. Associates will stack, package, band, shrink wrap, and label product(s) as determined by client requirements. All picking functions will be processed as defined by the Standard Operating Procedures. Quality Control Responsibilities The quality control functions include but are not limited to: using the appropriate documentation to ensure that all products and orders are received, handled, and shipped correctly. Associates will verify that products and/or orders meet quality standards, including reporting any damages or discrepancies. Associates will stack, package, shrink wrap, and label product(s). All quality control functions will be processed as defined by the Standard Operating Procedures. Safety, Housekeeping, and Compliance All associates are responsible for executing all safety protocols and will accomplish all job tasks in a manner that promotes safety. Associates are responsible for the cleanliness and orderliness of the facility. Associates must also maintain a clean, neat, orderly work area, and assist in security of the warehouse. Associates will comply with all Standard Operating Procedures, corporate and site specific policies, safety rules, and OSHA/ MSDS Standards. Equipment Operation In performing assigned duties the equipment used can include but is not limited to: sit-down, stand-up, reach truck, sweeper scrubber, scissor lift, cherry picker, or pallet jack. Associates are responsible for the upkeep of equipment and reporting of equipment problems. On a daily basis, associates will inspect and perform minor maintenance on the forklift or other equipment. Associates will operate all equipment in a safe and efficient manner following prescribed work methods. Associates must maintain an active forklift certification. Maintenance Perform or assist in building, grounds, and equipment maintenance as assigned. Other Duties Perform other duties as assigned. SUPERVISORY RESPONSIBILITIES None",Job/Employment Scam
Someone used my Aadhaar card details to get a SIM card and loan. Now I'm receiving collection calls for a ₹75000 loan I never took.,Identity Theft
Traffic Police Notice: Pay your challan immediately via UPI to avoid legal proceedings.,Phishing
Multiple types of cybercrimes are happening simultaneously. Complicated situation requiring immediate attention.,Other
Someone hacked my Google Pay account and made unauthorized UPI transactions totaling ₹45000 to unknown numbers.,UPI Fraud
"URGENT: Urgent Hiring: 50 open positions for online product boosters. Work from home, Rs 2000 per day. Contact us immediately.",Job/Employment Scam
Your India Post package is held at the warehouse due to unpaid customs fees. Click to pay. Do not delay.,Phishing
"Customer Service Position Answers customer/client requests or inquiries concerning services Responsible for improving customer retention through programs and service provided to the customer Continually maintain working knowledge of all company products, services and promotions Make recommendations according to customer's needs on features, accessories, upgrades and rate plans Research, resolve, and respond to customer issues in a timely manner",Job/Employment Scam
"URGENT: Your KBC lottery prize of 25 lakhs is waiting for RBI clearance. Pay Rs 25,000 to clear.",Financial Fraud
"Lost ₹150000 on an illegal online betting app. When I won, they refused to pay and blocked my account.",Financial Fraud
Instagram Meta Verified offer: Get blue checkmark for your business profile at Rs 299/month (50% off). Apply: https://meta-verified-in.co. Limited for India creators only.,Financial Fraud
"Dear Customer, CBI Mumbai: Yoyour identity has been misused for crime. Transfer yoyour savings for verification.",Financial Fraud
"Dear Customer, ACTION REQUIRED: Yoyour package couldn't be delivered. Please update yoyour delivery preferences here: [Link]",Phishing
ALERT: Your e-challan is pending for over 30 days. Your case is being sent to Lok Adalat.,Phishing
Prize delivery: You have won a gift. Pay shipping charges to claim: [Phishing Link],Phishing
"Big Data Engineer Position: Big Data Engineer Location: San Francisco, CA Duration: 6+ months CTH Skills: BI Hadoop- Java MapReduce- RDBMS- Job Description: Senior Business Intelligence engineer for Advanced Analytics overall theme. Guide and move forward an advanced system providing sophisticated and measurable business benefits. This person will work closely with our business analysts, as well as internal business users to understand their key business drivers and data needs, and scope out scalable and suitable solutions that will help our customers with their information needed for planning, analysis, and decision-making.",Job/Employment Scam
Paid ₹150000 for study material that was promised to be comprehensive. Received photocopied pages from old books.,Job/Employment Scam
A fake crypto exchange website stole ₹45000 worth of my digital assets when I tried to trade.,Investment Scam
